NAME,ID,MAE,MSE,RMSLE,R2,LENGTH,TIME_PER_TRAIN
Emiliano Buendía,49180.0,0.19778106753031408,0.05672329568980766,0.029540578152710273,0.783367306864418,160.0,83.46396088600159
Alisson,28867.0,0.20343043828010565,0.07034514160731586,0.03378455180325674,0.545038951895826,193.0,80.38386821746826
Abdoulaye Doucouré,15509.0,0.17533285093307502,0.04540771050601406,0.027013701661426515,0.17684856232440602,224.0,94.91528896490733
Kepa Arrizabalaga,51581.0,0.1827046012878418,0.05110879067481902,0.029437619048504494,-0.8162565429073362,160.0,102.63749035199483
Dele Alli,37046.0,0.19069559017817184,0.052207585996234006,0.02913331943564389,0.4948487395468912,221.0,103.93920687834422
Diego Llorente,46854.0,0.1845673031806947,0.051654859244868595,0.029534297612199504,0.3260959794303433,157.0,79.56347227096558
Jonas Lössl,15485.0,0.18824412369728094,0.05632509833557016,0.03266395709419255,0.17243985215938476,196.0,81.10181564092636
Gabriel Jesus,59481.0,0.23728474092483498,0.09620662060566823,0.03652900068881817,0.2350607143891857,182.0,114.78679543733597
Anwar El Ghazi,24473.0,0.1785430827140808,0.05056027941709205,0.030300509008200593,0.6007435626176414,196.0,80.53018707036972
Salomón Rondón,22689.0,0.2373687109947205,0.08320512638405833,0.03698204926378698,-0.4130213984619321,196.0,98.7203853726387
