NAME,ID,MAE,MSE,RMSLE,R2,LENGTH,TIME_PER_TRAIN
Emiliano Buendía,49180.0,0.17037964057922356,0.051451810874696746,0.025788477228516675,0.8064005634967524,160.0,72.47881174087524
Alisson,28867.0,0.21553134632110582,0.07322095973928816,0.03559570621753266,0.5093984835451129,193.0,62.66229168574015
Abdoulaye Doucouré,15509.0,0.2047155254364014,0.06404262143417895,0.031330713275175635,-0.23112353539769986,224.0,74.30729322433471
Kepa Arrizabalaga,51581.0,0.15892610454559328,0.04594629704813301,0.027236502020387597,0.6095836570467494,160.0,62.42653000354767
Dele Alli,37046.0,0.17722906303405767,0.048758629225166036,0.02823702549421369,0.4682992325664532,221.0,69.98060398101806
Diego Llorente,46854.0,0.20645607852935802,0.06532160282507611,0.03417337955689396,0.2901291817442474,157.0,82.54098796844482
Jonas Lössl,15485.0,0.1489279680252075,0.03829271206639842,0.026637633703630214,0.330095383755694,196.0,82.15804409980774
Gabriel Jesus,59481.0,0.22085859012603784,0.07559273809144089,0.03504751787427904,0.2512876154764274,182.0,68.31431150436401
Anwar El Ghazi,24473.0,0.19560252285003665,0.05769946874207688,0.03209255404406119,0.5501841764279644,196.0,75.53374656041463
Salomón Rondón,22689.0,0.2414229234059652,0.08654354164449828,0.036799659039592945,-0.7250486325002984,196.0,61.42261775334676
